X,year,site,nest,exp,type,laid,hatch,manip,ring,mate_ring,chick1,chick2,chick3,chick4,chick5,chick6,comments,field_sex_focal,field_sex_mate,code,nest.id,year.cr,year.mr,year.code,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,latitude,longitude,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,layingdate,check.estld,first.d.seen,last.d.seen,mol_sex,mol_sex_focal,mol_sex_mate,first.res.bs,last.res.bs,population,captured_focalyear_focal,captured_focalyear_mate,comments_field,comments_stdfile,northing,easting,estimated.hd
469,2015,S,13,NA,NA,NA,NA,NA,CA3036,CA3146,NA,NA,NA,NA,NA,NA,NA,M,F,MX.BX|RX.LX,2015-S-13,2012,2009,NA,15/09/2015,26/10/2015,NA,NA,28/10/2015,28/10/2015,NA,NA,NA,Predated,NA,NA,0,3,09/09/2015,17/09/2015,21/09/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/09/2015,NA,15/09/2015,28/10/2015,NA,M,NA,NA,NA,Maio,unconfirmed,unconfirmed,NA,NA,1676620,260419,NA
470,2015,S,17,NA,NA,NA,NA,NA,CA3789,CA3787,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|WX.RX,2015-S-17,2012,2012,NA,28/09/2015,28/09/2015,NA,NA,01/10/2015,01/10/2015,NA,NA,NA,Eggs disappeared,NA,NA,0,3,18/09/2015,22/09/2015,08/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/09/2015,NA,28/09/2015,01/10/2015,NA,NA,NA,NA,NA,Maio,captured,captured,NA,NA,1676182,260802,NA
471,2015,S,19,NA,NA,NA,NA,NA,CA1641,CA3868,CA3961,NA,NA,NA,NA,NA,NA,M,F,MX.LX|RX.GX,2015-S-19,2015,2009,NA,NA,NA,NA,NA,29/09/2015,29/09/2015,NA,NA,NA,HATCH,NA,NA,1,3,07/09/2015,25/09/2015,05/10/2015,NA,NA,NA,NA,2,11,NA,NA,NA,NA,NA,NA,05/10/2015,12/11/2015,08/10/2015,NA,NA,05/10/2015,12/11/2015,12/11/2015,NA,05/10/2015,TRUE,19.5,6.44,NA,NA,NA,NA,NA,NA,NA,NA,19.5,05/10/2015,0.755555556,05/10/2015,09/09/2015,07/09/2015,2.244444444,29/09/2015,12/11/2015,NA,M,NA,NA,NA,Maio,captured,captured,NA,NA,1675917,260880,04/10/2015
472,2015,S,2,NA,NA,NA,NA,NA,CA3084,CA2753,CA3950,CA4000,CA4393,NA,NA,NA,NA,M,F,MX.WX|RX.BX,2015-S-2,2010,2010,NA,12/09/2015,09/10/2015,NA,NA,NA,NA,NA,NA,NA,HATCH,NA,NA,3,3,05/09/2015,12/09/2015,02/10/2015,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,30/09/2015,04/11/2015,01/10/2015,NA,NA,30/09/2015,09/11/2015,09/11/2015,NA,02/10/2015,TRUE,19.9,7.71,30/09/2015,TRUE,21.3,7.93,01/10/2015,TRUE,20.6,NA,21.3,30/09/2015,4.755555556,30/09/2015,31/08/2015,05/09/2015,-4.755555556,12/09/2015,04/11/2015,NA,M,F,NA,NA,Maio,confirmed,confirmed,NA,NA,1675793,261275,25/09/2015
473,2015,S,20,NA,NA,NA,NA,NA,CA1694,CA3621,CA3979,CA3998,NA,NA,NA,NA,NA,M,F,MX.GX|GX.BX,2015-S-20,2014,2009,NA,16/09/2015,19/11/2015,NA,NA,NA,NA,NA,NA,NA,HATCH,NA,NA,2,3,01/10/2015,25/09/2015,24/10/2015,NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,22/10/2015,23/11/2015,30/10/2015,NA,NA,22/10/2015,23/11/2015,23/11/2015,NA,22/10/2015,TRUE,19.8,7.23,22/10/2015,TRUE,20.4,6.88,NA,NA,NA,NA,20.4,22/10/2015,2.755555556,22/10/2015,24/09/2015,01/10/2015,-6.755555556,16/09/2015,23/11/2015,NA,M,F,NA,NA,Maio,confirmed,captured,NA,NA,1676404,260487,19/10/2015
474,2015,S,202,NA,NA,NA,NA,NA,CA3438,NA,NA,NA,NA,NA,NA,NA,NA,M,F,MX.YX|RX.RX,2015-S-202,2010,2010,NA,29/10/2015,29/10/2015,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,1,NA,29/10/2015,02/11/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/10/2015,29/10/2015,NA,M,NA,NA,NA,Maio,Unconfirmed,NA,NA,NA,1677439,260149,NA
475,2015,S,22,NA,NA,NA,NA,NA,CA3145,CA1693,NA,NA,NA,NA,NA,NA,NA,M,F,WX.MX|BX.LX,2015-S-22,2010,2010,NA,13/09/2015,12/11/2015,NA,NA,07/10/2015,07/10/2015,NA,NA,NA,Eggs disappeared,NA,NA,0,3,24/09/2015,28/09/2015,08/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/09/2015,NA,13/09/2015,12/11/2015,NA,NA,NA,NA,NA,Maio,captured,captured,NA,NA,1675972,261031,NA
476,2015,S,24,NA,NA,NA,NA,NA,CA3616,NA,NA,NA,NA,NA,NA,NA,NA,M,F,OX.MX|GX.BX,2015-S-24,2010,2010,NA,12/09/2015,19/10/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,1,NA,01/10/2015,03/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/09/2015,19/10/2015,NA,NA,NA,NA,NA,Maio,unconfirmed,NA,NA,NA,1675961,261110,NA
477,2015,S,25,NA,NA,NA,NA,NA,CA3838,CA3807,NA,NA,NA,NA,NA,NA,NA,M,F,MX.GX|GX.LX,2015-S-25,2013,2013,NA,02/10/2015,19/11/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,3,26/09/2015,02/10/2015,07/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/09/2015,NA,02/10/2015,19/11/2015,NA,NA,NA,NA,NA,Maio,confirmed,confirmed,NA,NA,1676334,260570,NA
478,2015,S,26,NA,NA,NA,NA,NA,CA3065,NA,NA,NA,NA,NA,NA,NA,NA,M,F,MX.WX|GX.WX,2015-S-26,2010,2010,NA,21/09/2015,16/10/2015,NA,NA,23/10/2015,23/10/2015,NA,NA,NA,Unknown,NA,NA,NA,2,NA,02/10/2015,05/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/09/2015,23/10/2015,NA,M,NA,NA,NA,Maio,unconfirmed,NA,NA,NA,1677036,260285,NA
479,2015,S,29,NA,NA,NA,NA,NA,CA3077,CA3697,NA,NA,NA,NA,NA,NA,NA,M,F,MX.GX|YX.GX,2015-S-29,2013,2010,NA,07/10/2015,27/10/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,3,04/10/2015,07/10/2015,13/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/10/2015,NA,07/10/2015,27/10/2015,NA,M,NA,NA,NA,Maio,unconfirmed,confirmed,NA,NA,1677670,260190,NA
480,2015,S,30,NA,NA,NA,NA,NA,CA1119,CA2629,CA3975,CA3976,CA3977,NA,NA,NA,NA,M,F,MX.OX|GX.LX,2015-S-30,2007,2007,NA,18/09/2015,28/09/2015,NA,NA,15/10/2015,15/10/2015,NA,NA,NA,HATCH,NA,NA,3,3,24/09/2015,12/10/2015,20/10/2015,NA,NA,NA,NA,3,13,NA,NA,NA,NA,NA,NA,20/10/2015,25/11/2015,NA,05/11/2015,12/11/2015,20/10/2015,25/11/2015,25/11/2015,NA,20/10/2015,TRUE,20.1,6.89,20/10/2015,TRUE,19.1,6.91,20/10/2015,TRUE,18.6,6.8,20.1,20/10/2015,2.088888889,20/10/2015,22/09/2015,24/09/2015,-1.088888889,18/09/2015,25/11/2015,NA,NA,F,NA,NA,Maio,captured,captured,NA,NA,1676083,260545,17/10/2015
481,2015,S,301,NA,NA,NA,NA,NA,CA1624,CA4036,NA,NA,NA,NA,NA,NA,NA,M,F,BX.MX|BX.WX,2015-S-301,2009,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,3,24/09/2015,30/09/2015,07/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/09/2015,NA,NA,NA,NA,M,NA,NA,NA,Maio,unconfirmed,captured,NA,NA,1675855,260930,NA
482,2015,S,302,NA,NA,NA,NA,NA,CA3617,CA1080,NA,NA,NA,NA,NA,NA,NA,M,F,OX.MX|GX.GX,2015-S-302,2010,2010,NA,16/09/2015,30/09/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,1,28/09/2015,30/09/2015,18/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/09/2015,NA,16/09/2015,30/09/2015,NA,M,F,NA,NA,Maio,unconfirmed,captured,NA,NA,1675856,260681,NA
483,2015,S,303,NA,NA,NA,NA,NA,CA3017,CA1644,NA,NA,NA,NA,NA,NA,NA,M,F,MX.LX|YX.OX,2015-S-303,2013,2009,NA,20/09/2015,06/11/2015,NA,NA,07/10/2015,07/10/2015,NA,NA,NA,Eggs disappeared,NA,NA,0,3,21/09/2015,02/10/2015,07/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/09/2015,NA,20/09/2015,06/11/2015,NA,M,F,NA,NA,Maio,captured,captured,NA,NA,1676186,260678,NA
484,2015,S,304,NA,NA,NA,NA,NA,CA4039,CA3071,CA3988,NA,NA,NA,NA,NA,NA,M,F,MX.LX|WX.GX,2015-S-304,2015,2015,NA,12/10/2015,02/11/2015,NA,NA,09/10/2015,09/10/2015,NA,NA,NA,HATCH,NA,NA,1,2,21/09/2015,02/10/2015,26/10/2015,NA,NA,NA,NA,2,11,NA,NA,NA,NA,NA,NA,27/10/2015,25/11/2015,07/11/2015,17/11/2015,19/11/2015,27/10/2015,25/11/2015,25/11/2015,NA,26/10/2015,TRUE,19.6,6.78,NA,NA,NA,NA,NA,NA,NA,NA,19.6,26/10/2015,0.977777778,26/10/2015,30/09/2015,21/09/2015,9.022222222,09/10/2015,25/11/2015,NA,NA,F,NA,NA,Maio,captured,captured,NA,NA,1676127,260681,25/10/2015
485,2015,S,305,NA,NA,NA,NA,NA,CA3792,CA2780,NA,NA,NA,NA,NA,NA,NA,M,F,YX.MX|LX.BX,2015-S-305,2012,2012,NA,21/09/2015,19/11/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,3,27/09/2015,03/10/2015,27/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/09/2015,NA,21/09/2015,19/11/2015,NA,NA,NA,NA,NA,Maio,unconfirmed,unconfirmed,NA,NA,1675791,261002,NA
486,2015,S,306,NA,NA,NA,NA,NA,CA4077,CA2715,CA3966,CA4037,CA4038,NA,NA,NA,NA,M,F,WX.MX|WX.GX,2015-S-306,2013,2013,NA,14/09/2015,19/11/2015,NA,NA,07/10/2015,07/10/2015,NA,NA,NA,HATCH,NA,NA,3,3,21/09/2015,03/10/2015,09/10/2015,NA,NA,NA,NA,0,18,NA,NA,NA,NA,NA,NA,08/10/2015,14/11/2015,09/10/2015,NA,NA,08/10/2015,14/11/2015,14/11/2015,NA,09/10/2015,TRUE,19.9,7.39,08/10/2015,TRUE,20.1,7.61,08/10/2015,TRUE,20.6,7.67,20.6,08/10/2015,3.2,08/10/2015,09/09/2015,21/09/2015,-11.2,14/09/2015,19/11/2015,NA,NA,F,NA,NA,Maio,captured,confirmed,NA,NA,1677310,260094,04/10/2015
487,2015,S,309,NA,NA,NA,NA,NA,CA3066,CA3801,CA3981,CA3982,CA4220,NA,NA,NA,NA,M,F,MX.WX|GX.YX,2015-S-309,2010,2010,NA,21/09/2015,21/09/2015,NA,NA,15/10/2015,15/10/2015,NA,NA,NA,Eggs disappeared,NA,NA,3,3,08/10/2015,07/10/2015,24/10/2015,NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,24/10/2015,25/11/2015,NA,NA,NA,24/10/2015,25/11/2015,25/11/2015,NA,24/10/2015,TRUE,20.6,7.1,24/10/2015,TRUE,20.7,6.63,31/10/2015,TRUE,23.7,10.8,23.7,31/10/2015,10.08888889,31/10/2015,25/09/2015,08/10/2015,-12.08888889,21/09/2015,25/11/2015,NA,M,NA,NA,NA,Maio,captured,captured,NA,NA,1676429,260473,20/10/2015
488,2015,S,310,NA,NA,NA,NA,NA,CA3974,CA3708,NA,NA,NA,NA,NA,NA,NA,M,F,LX.MX|OX.YX,2015-S-310,2015,2015,NA,NA,NA,NA,NA,19/10/2015,19/10/2015,NA,NA,NA,Eggs disappeared,NA,NA,0,2,06/10/2015,08/10/2015,26/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/10/2015,NA,19/10/2015,19/10/2015,NA,NA,M,NA,NA,Maio,captured,captured,NA,NA,1675861,260943,NA
489,2015,S,312,NA,NA,NA,NA,NA,CA3838,CA3807,NA,NA,NA,NA,NA,NA,NA,M,F,MX.GX|GX.LX,2015-S-312,2013,2013,NA,02/10/2015,19/11/2015,NA,NA,NA,NA,NA,NA,NA,Predated,NA,NA,0,3,17/10/2015,15/10/2015,21/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/10/2015,NA,02/10/2015,19/11/2015,NA,NA,NA,NA,NA,Maio,unconfirmed,unconfirmed,NA,NA,1676336,260518,NA
490,2015,S,313,NA,NA,NA,NA,NA,CA3460,CA1067,CA3990,CA4048,CA4049,NA,NA,NA,NA,M,F,MX.YX|RX.WX,2015-S-313,2010,2010,NA,13/09/2015,13/10/2015,NA,NA,NA,NA,NA,NA,NA,HATCH,NA,NA,3,3,04/10/2015,16/10/2015,27/10/2015,NA,NA,NA,NA,0,13,NA,NA,NA,NA,NA,NA,26/10/2015,25/11/2015,07/11/2015,NA,NA,26/10/2015,25/11/2015,25/11/2015,NA,26/10/2015,TRUE,18.9,5.81,27/10/2015,TRUE,19.5,6.52,28/10/2015,TRUE,18.7,6,19.5,27/10/2015,0.755555556,27/10/2015,01/10/2015,04/10/2015,-2.755555556,13/09/2015,25/11/2015,NA,M,F,NA,NA,Maio,confirmed,captured,NA,NA,1676196,260514,26/10/2015
491,2015,S,314,NA,NA,NA,NA,NA,CA3809,CA3095,CA4045,CA4046,CA4047,NA,NA,NA,NA,M,F,MX.BX|RX.WX,2015-S-314,2013,2013,NA,17/09/2015,19/11/2015,NA,NA,NA,NA,NA,NA,NA,HATCH,NA,NA,3,3,NA,19/10/2015,21/10/2015,NA,NA,NA,NA,2,13,NA,NA,NA,NA,NA,NA,19/10/2015,23/11/2015,NA,04/11/2015,07/11/2015,19/10/2015,23/11/2015,23/11/2015,NA,19/10/2015,TRUE,20.2,6.38,19/10/2015,TRUE,20.5,6.6,20/10/2015,TRUE,18.7,6.46,20.5,19/10/2015,2.977777778,19/10/2015,21/09/2015,21/09/2015,NA,17/09/2015,23/11/2015,NA,NA,NA,NA,NA,Maio,confirmed,confirmed,NA,NA,1675952,260508,16/10/2015
492,2015,S,315,NA,NA,NA,NA,NA,CA1093,CA3085,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|WX.OX,2015-S-315,2012,2008,NA,22/10/2015,22/10/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,3,20/10/2015,20/10/2015,06/11/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/10/2015,NA,22/10/2015,22/10/2015,NA,M,F,NA,NA,Maio,unconfirmed,captured,NA,NA,1675601,261223,NA
493,2015,S,316,NA,NA,NA,NA,NA,CA3612,CA3023,CA3985,NA,NA,NA,NA,NA,NA,M,F,OX.MX|BX.WX,2015-S-316,2010,2010,NA,09/10/2015,19/11/2015,NA,NA,NA,NA,NA,NA,NA,HATCH,NA,NA,1,2,NA,23/10/2015,26/10/2015,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,31/10/2015,25/11/2015,13/11/2015,NA,NA,25/10/2015,25/11/2015,23/11/2015,25/11/2015,25/10/2015,TRUE,19.1,6.03,NA,NA,NA,NA,NA,NA,NA,NA,19.1,25/10/2015,-0.133333333,25/10/2015,30/09/2015,30/09/2015,NA,09/10/2015,25/11/2015,NA,M,F,NA,NA,Maio,confirmed,captured,NA,NA,1675815,261064,25/10/2015
494,2015,S,317,NA,NA,NA,NA,NA,CA4050,NA,NA,NA,NA,NA,NA,NA,NA,M,F,YX.MX|OX.GX,2015-S-317,2015,2015,NA,NA,NA,NA,NA,29/10/2015,29/10/2015,NA,NA,NA,Eggs disappeared,NA,NA,0,3,25/10/2015,26/10/2015,01/11/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/10/2015,NA,29/10/2015,29/10/2015,NA,NA,NA,NA,NA,Maio,captured,NA,NA,NA,1675842,261042,NA
495,2015,S,32,NA,NA,NA,NA,NA,CA3666,CA3668,CA3989,CA3991,CA3994,NA,NA,NA,NA,M,F,OX.MX|YX.RX,2015-S-32,2012,2012,NA,14/09/2015,12/10/2015,NA,NA,15/10/2015,15/10/2015,NA,NA,NA,HATCH,NA,NA,3,3,03/10/2015,14/10/2015,28/10/2015,NA,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,26/10/2015,25/11/2015,NA,NA,NA,26/10/2015,25/11/2015,25/11/2015,NA,26/10/2015,TRUE,18.4,6.78,27/10/2015,TRUE,19,6.7,28/10/2015,TRUE,18.9,6.38,19,27/10/2015,-0.355555556,27/10/2015,02/10/2015,03/10/2015,-1,14/09/2015,25/11/2015,NA,NA,NA,NA,NA,Maio,captured,captured,NA,NA,1676226,260511,27/10/2015
496,2015,S,321,NA,NA,NA,NA,NA,CA3017,NA,CA4054,CA4055,NA,NA,NA,NA,NA,M,F,MX.LX|YX.OX,2015-S-321,2013,2009,NA,20/09/2015,06/11/2015,NA,NA,07/10/2015,07/10/2015,NA,NA,NA,HATCH,NA,NA,2,3,24/10/2015,04/11/2015,18/11/2015,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,16/11/2015,25/11/2015,18/11/2015,NA,NA,16/11/2015,25/11/2015,25/11/2015,NA,16/11/2015,TRUE,20.3,6.86,17/11/2015,TRUE,20.5,6.78,NA,NA,NA,NA,20.5,17/11/2015,2.977777778,17/11/2015,20/10/2015,24/10/2015,-3.977777778,20/09/2015,25/11/2015,NA,M,NA,NA,NA,Maio,unconfirmed,NA,NA,NA,1675871,260513,14/11/2015
497,2015,S,322,NA,NA,NA,NA,NA,CA2711,CA4006,NA,NA,NA,NA,NA,NA,NA,M,F,LX.MX|OX.BX,2015-S-322,2014,2009,NA,15/09/2015,04/11/2015,NA,NA,12/11/2015,12/11/2015,NA,NA,NA,Eggs disappeared,NA,NA,0,3,NA,06/11/2015,20/11/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/09/2015,12/11/2015,NA,M,NA,NA,NA,Maio,captured,captured,NA,NA,1675970,260822,NA
498,2015,S,327,NA,NA,NA,NA,NA,CA3789,CA3787,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|WX.RX,2015-S-327,2012,2012,NA,28/09/2015,28/09/2015,NA,NA,01/10/2015,01/10/2015,NA,NA,NA,active,NA,NA,NA,2,NA,21/11/2015,23/11/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/09/2015,01/10/2015,NA,NA,NA,NA,NA,Maio,confirmed,unconfirmed,NA,NA,1676183,260761,NA
499,2015,S,35,NA,NA,NA,NA,NA,CA3065,CA1104,NA,NA,NA,NA,NA,NA,NA,M,F,MX.WX|GX.WX,2015-S-35,2010,2010,NA,21/09/2015,16/10/2015,NA,NA,23/10/2015,23/10/2015,NA,NA,NA,Eggs disappeared,NA,NA,0,3,11/10/2015,19/10/2015,30/10/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/10/2015,NA,21/09/2015,23/10/2015,NA,M,F,NA,NA,Maio,captured,captured,NA,NA,1677038,260293,NA
500,2015,S,37,NA,NA,NA,NA,NA,CA3774,CA3764,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|WX.BX,2015-S-37,2012,2012,NA,27/10/2015,27/10/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,3,20/10/2015,24/10/2015,04/11/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/10/2015,NA,27/10/2015,27/10/2015,NA,NA,NA,NA,NA,Maio,unconfirmed,unconfirmed,NA,NA,1676070,260946,NA
501,2015,S,4,NA,NA,NA,NA,NA,CA3940,CA4157,CA3939,CA4305,NA,NA,NA,NA,NA,M,F,LX.MX|YX.OX,2015-S-4,2015,2015,NA,29/10/2015,12/11/2015,NA,NA,24/09/2015,24/09/2015,NA,NA,NA,HATCH,NA,NA,2,2,01/09/2015,12/09/2015,24/09/2015,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,24/09/2015,26/10/2015,05/10/2015,NA,NA,24/09/2015,26/10/2015,26/10/2015,NA,24/09/2015,TRUE,19.6,6.4,24/09/2015,TRUE,18.9,6.61,NA,NA,NA,NA,19.6,24/09/2015,0.977777778,24/09/2015,29/08/2015,01/09/2015,-2.977777778,24/09/2015,12/11/2015,NA,NA,NA,NA,NA,Maio,captured,captured,NA,NA,1675954,261062,23/09/2015
502,2015,S,40,NA,NA,NA,NA,NA,CA3826,NA,NA,NA,NA,NA,NA,NA,NA,M,F,MX.GX|BX.WX,2015-S-40,2013,2013,NA,12/09/2015,29/10/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,0,2,NA,29/10/2015,03/11/2015,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/09/2015,29/10/2015,NA,NA,NA,NA,NA,Maio,confirmed,NA,NA,NA,1675526,261563,NA
503,2015,S,41,NA,NA,NA,NA,NA,CA4222,CA3427,CA4225,CA4226,CA4227,NA,NA,NA,NA,M,F,LX.MX|GX.YX,2015-S-41,2015,2015,NA,NA,NA,NA,NA,02/11/2015,02/11/2015,NA,NA,NA,HATCH,NA,NA,3,3,12/10/2015,29/10/2015,05/11/2015,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/11/2015,05/11/2015,05/11/2015,NA,04/11/2015,TRUE,19.4,5.74,05/11/2015,TRUE,19.9,5.86,05/11/2015,TRUE,19,5.62,19.9,05/11/2015,1.644444444,05/11/2015,09/10/2015,12/10/2015,-2.644444444,02/11/2015,02/11/2015,NA,NA,F,NA,NA,Maio,captured,captured,NA,NA,1675647,261312,03/11/2015
504,2015,S,42,NA,NA,NA,NA,NA,CA3774,CA3154,NA,NA,NA,NA,NA,NA,NA,M,F,RX.MX|WX.BX,2015-S-42,2012,2012,NA,27/10/2015,27/10/2015,NA,NA,NA,NA,NA,NA,NA,Eggs disappeared,NA,NA,3,3,13/11/2015,12/11/2015,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2015,NA,27/10/2015,27/10/2015,NA,NA,NA,NA,NA,Maio,confirmed,unconfirmed,NA,NA,1676091,260939,NA
