,year,site,nest,ring,mate_ring,chick1,chick2,chick3,field_sex_focal,mol_sex_focal,captured_focalyear_focal,field_sex_mate,mol_sex_mate,captured_focalyear_mate,comments_field,comments_stdfile,code,nest.id,year.cr,year.mr,first.res,last.res,first.cap.r,last.cap.r,fate,northing,easting,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,times.adult.not.seen,total.brood.res,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
345,2013,S,27,CA3789,CA3787,CA3857,NA,NA,M,NA,no,F,NA,no,NA,NA,MX.OX|WX.RX,2013-S-27,2012,2012,26/09/2013,20/11/2013,NA,NA,HATCH,76172,60779,1,2,28/09/2013,06/10/2013,02/11/2013,0,4,02/11/2013,07/11/2013,NA,NA,NA,02/11/2013,07/11/2013,06/11/2013,06/11/2013,02/11/2013,7.1,19.9,6.71,NA,NA,NA,NA,NA,NA,NA,NA,19.9,02/11/2013,1.644444444,02/11/2013,06/10/2013,31/10/2013,28/09/2013,8.355555556,26/09/2013,20/11/2013
346,2013,S,28,CA2782,CA3814,CA3841,CA3842,NA,M,NA,yes,F,NA,yes,NA,NA,MX.GX|BX.GX,2013-S-28,2013,2013,03/11/2013,26/11/2013,08/10/2013,08/10/2013,HATCH,75806,60936,2,3,02/10/2013,07/10/2013,27/10/2013,2,5,27/10/2013,26/11/2013,30/11/2013,NA,NA,27/10/2013,30/11/2013,30/11/2013,NA,27/10/2013,7.3,19.9,6.79,27/10/2013,6.7,18.8,6.9,NA,NA,NA,NA,19.9,27/10/2013,1.644444444,27/10/2013,30/09/2013,25/10/2013,02/10/2013,-1.644444444,08/10/2013,26/11/2013
347,2013,S,3,CA1119,CA2629,CA3812,CA3813,NA,M,NA,no,F,F,yes,NA,NA,MX.OX|GX.LX,2013-S-3,2007,2007,20/09/2013,20/11/2013,NA,NA,HATCH,76109,60524,2,3,09/09/2013,14/09/2013,05/10/2013,1,14,05/10/2013,26/11/2013,NA,NA,NA,05/10/2013,26/11/2013,26/11/2013,NA,05/10/2013,6.3,18.5,5.54,05/10/2013,6.4,19,6.67,NA,NA,NA,NA,19,05/10/2013,-0.355555556,05/10/2013,10/09/2013,05/10/2013,09/09/2013,1,20/09/2013,26/11/2013
348,2013,S,31,CA3861,CA2712,NA,NA,NA,M,NA,yes,F,F,no,NA,NA,MX.GX|LX.RX,2013-S-31,2013,2013,NA,NA,04/11/2013,04/11/2013,Eggs liquid,77664,60134,0,2,04/10/2013,12/10/2013,05/11/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/10/2013,NA,04/11/2013,04/11/2013
349,2013,S,32,CA3460,OX.MX|RX.??,NA,NA,NA,M,M,no,F,NA,no,NA,NA,MX.YX|RX.WX,2013-S-32,2010,2010,13/09/2013,19/11/2013,NA,NA,DISAPPEARED,76165,60535,0,3,11/10/2013,13/10/2013,24/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/10/2013,NA,13/09/2013,19/11/2013
350,2013,S,34,CA1639,CA3621,NA,NA,NA,M,M,no,F,F,no,NA,NA,BX.MX|RX.OX,2013-S-34,2009,2009,18/09/2013,10/10/2013,NA,NA,DISAPPEARED,76414,60535,0,2,12/10/2013,17/10/2013,06/11/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/10/2013,NA,18/09/2013,10/10/2013
351,2013,S,35,CA3838,CA3807,NA,NA,NA,M,NA,yes,F,NA,yes,NA,NA,MX.GX|GX.LX,2013-S-35,2013,2013,29/10/2013,07/11/2013,24/10/2013,24/10/2013,DISAPPEARED,76370,60584,0,3,15/10/2013,17/10/2013,29/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/10/2013,NA,24/10/2013,07/11/2013
352,2013,S,36,CA1052,CA2756,NA,NA,NA,M,M,no,F,NA,no,NA,NA,MX.RX|BX.BX,2013-S-36,2007,2007,13/09/2013,04/11/2013,NA,NA,DISAPPEARED,76816,60420,0,1,NA,20/10/2013,21/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/09/2013,04/11/2013
353,2013,S,37,CA1663,CA3003,CA3865,CA3867,NA,M,M,no,F,F,no,NA,NA,MX.WX|LX.OX,2013-S-37,2010,2009,13/09/2013,19/11/2013,NA,NA,HATCH,76275,60567,2,2,10/10/2013,21/10/2013,10/11/2013,1,9,10/11/2013,04/12/2013,NA,NA,NA,10/11/2013,04/12/2013,04/12/2013,NA,09/11/2013,6.7,20,7.01,10/11/2013,6.3,19.2,6.73,NA,NA,NA,NA,20,09/11/2013,1.866666667,09/11/2013,13/10/2013,07/11/2013,10/10/2013,3.133333333,13/09/2013,04/12/2013
354,2013,S,39,CA1052,CA2756,NA,NA,NA,M,M,no,F,NA,no,NA,NA,MX.RX|BX.BX,2013-S-39,2007,2007,13/09/2013,04/11/2013,NA,NA,DISAPPEARED,76818,60416,0,1,NA,23/10/2013,29/10/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/09/2013,04/11/2013
355,2013,S,4,CA3666,CA3668,NA,NA,NA,M,NA,no,F,NA,no,NA,NA,OX.MX|YX.RX,2013-S-4,2012,2012,17/09/2013,12/11/2013,NA,NA,"Unknown/probably hatched, check brood S-2",76259,60606,NA,2,03/09/2013,14/09/2013,18/09/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/09/2013,NA,17/09/2013,12/11/2013
356,2013,S,40,CA4078,CA3849,NA,NA,NA,M,NA,yes,F,NA,yes,NA,NA,WX.MX|RX.GX,2013-S-40,2013,2013,07/10/2013,19/11/2013,12/11/2013,12/11/2013,DISAPPEARED,75503,61604,0,2,16/10/2013,24/10/2013,16/11/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/10/2013,NA,07/10/2013,19/11/2013
357,2013,S,41,CA3619,CA3850,NA,NA,NA,M,NA,yes,F,NA,yes,NA,NA,MX.GX|LX.OX,2013-S-41,2013,2010,NA,NA,28/10/2013,28/10/2013,DISAPPEARED,78366,60267,0,3,18/10/2013,26/10/2013,02/11/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/10/2013,NA,28/10/2013,28/10/2013
358,2013,S,42,CA3866,CA3623,CA4072,NA,NA,M,NA,yes,F,F,yes,NA,NA,MX.GX|YX.LX,2013-S-42,2013,2013,NA,NA,09/11/2013,09/11/2013,HATCH,75953,61128,1,2,29/10/2013,09/11/2013,17/11/2013,0,2,26/11/2013,30/11/2013,NA,NA,NA,26/11/2013,30/11/2013,NA,26/11/2013,17/11/2013,6.7,19.9,6.29,NA,NA,NA,NA,NA,NA,NA,NA,19.9,17/11/2013,1.644444444,17/11/2013,21/10/2013,15/11/2013,29/10/2013,-7.644444444,09/11/2013,30/11/2013
359,2013,S,6,CA3183,NA,NA,NA,NA,M,NA,no,F,NA,no,NA,NA,OX.MX|LX.LX,2013-S-6,2012,2012,15/09/2013,27/10/2013,NA,NA,DISAPPEARED,75841,61209,0,3,13/09/2013,15/09/2013,22/09/2013,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/09/2013,NA,15/09/2013,27/10/2013
360,2014,C,-302,CA4215,CA4214,CA4211,CA4212,CA4213,M,NA,yes,F,NA,yes,NA,NA,OX.MX|WX.OX,2014-C--302,2014,2014,20/11/2014,20/11/2014,14/11/2014,14/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,0,3,11/11/2014,20/11/2014,NA,NA,NA,11/11/2014,20/11/2014,20/11/2014,NA,11/11/2014,8.4,21.7,7.77,11/11/2014,8.9,19.7,6.71,11/11/2014,10.1,21.5,7.97,21.7,11/11/2014,5.644444444,11/11/2014,11/10/2014,05/11/2014,11/10/2014,NA,11/11/2014,20/11/2014
361,2014,M,-301,CA2776,CA2777,CA4201,NA,NA,M,NA,no,F,NA,no,NA,NA,MX.BX|OX.RX,2014-M--301,2013,2013,20/10/2014,20/10/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20/10/2014,20/10/2014,NA,NA,NA,20/10/2014,20/10/2014,20/10/2014,NA,20/10/2014,7.3,21.3,5.46,NA,NA,NA,NA,NA,NA,NA,NA,21.3,20/10/2014,4.755555556,20/10/2014,20/09/2014,15/10/2014,20/09/2014,NA,20/10/2014,20/10/2014
362,2014,M,1,CA2795,CA2796,CA2794,CA2793,CA2792,M,NA,yes,F,NA,yes,On the nest,NA,MX.LX|YX.BX,2014-M-1,2014,2014,NA,NA,11/04/2014,11/04/2014,HATCH,78159,60218,3,3,24/03/2014,04/04/2014,19/04/2014,1,3,19/04/2014,23/04/2014,NA,NA,NA,19/02/2014,23/04/2014,23/04/2014,NA,19/04/2014,5.9,17.7,6.06,20/04/2014,6.3,17.2,6.44,20/04/2014,5.8,17.8,6.86,17.8,20/04/2014,-3.022222222,20/04/2014,26/03/2014,20/04/2014,24/03/2014,2,11/04/2014,23/04/2014
363,2014,R,-102,CA3892,NA,CA3893,NA,NA,M,NA,yes,F,NA,no,"Alex didn't note coordinates of where this family was found, no record in Brood_fates",NA,LX.MX|GX.BX,2014-R--102,2014,2014,NA,NA,17/10/2014,17/10/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/10/2014,7.7,19.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,19.4,17/10/2014,0.533333333,17/10/2014,21/09/2014,16/10/2014,21/09/2014,NA,17/10/2014,17/10/2014
364,2014,R,-201,CA3466,CA3494,CA4027,CA4028,CA4195,M,M,no,F,NA,no,NA,NA,MX.YX|YX.OX,2014-R--201,2010,2010,16/09/2014,14/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,14/11/2014,14/11/2014,NA,NA,NA,14/11/2014,14/11/2014,14/11/2014,NA,14/11/2014,7.1,19.4,5.53,14/11/2014,7,19.6,5.19,14/11/2014,6.5,18.4,5.11,19.6,14/11/2014,0.977777778,14/11/2014,19/10/2014,13/11/2014,19/10/2014,NA,16/09/2014,14/11/2014
365,2014,R,101,CA2619,CA4200,CA4197,CA4198,CA4199,M,NA,yes,F,NA,yes,NA,NA,MX.GX|YX.RX,2014-R-101,2014,2008,23/10/2014,23/10/2014,17/06/2014,04/10/2014,HATCH,78211,60417,3,3,20/09/2014,01/10/2014,05/10/2014,2,9,05/10/2014,16/11/2014,NA,NA,NA,04/10/2014,16/11/2014,16/11/2014,NA,05/10/2014,6.6,19,6.9,05/10/2014,7,20,6.45,04/10/2014,6.8,20.6,7.11,20.6,04/10/2014,3.2,04/10/2014,05/09/2014,30/09/2014,20/09/2014,-14.2,17/06/2014,16/11/2014
366,2014,R,105,CA1043,CA1137,CA4146,CA4147,NA,M,NA,yes,F,F,no,NA,NA,RX.GX|MX.BX,2014-R-105,2013,2007,16/11/2014,16/11/2014,29/10/2014,29/10/2014,HATCH,77425,60620,2,3,09/10/2014,17/10/2014,31/10/2014,0,4,02/11/2014,19/11/2014,NA,NA,NA,31/10/2014,19/11/2014,13/11/2014,16/11/2014,31/10/2014,6.3,19.9,7.08,31/10/2014,7.1,18.7,6.93,NA,NA,NA,NA,19.9,31/10/2014,1.644444444,31/10/2014,04/10/2014,29/10/2014,09/10/2014,-4.644444444,29/10/2014,19/11/2014
367,2014,R,106,CA4136,CA3664,CA4152,CA4154,CA4161,M,NA,yes,F,NA,no,NA,NA,LX.MX|RX.BX,2014-R-106,2014,2014,NA,NA,27/10/2014,27/10/2014,HATCH,75916,61476,3,3,13/10/2014,21/10/2014,03/11/2014,1,6,02/11/2014,07/11/2014,19/11/2014,NA,NA,02/11/2014,19/11/2014,19/11/2014,NA,02/11/2014,7.3,19.8,7.41,03/11/2014,7,9.5,6.61,03/11/2014,6.5,8.8,7.12,19.8,02/11/2014,1.422222222,02/11/2014,06/10/2014,31/10/2014,13/10/2014,-6.422222222,27/10/2014,07/11/2014
368,2014,R,201,CA3815,CA3119,CA3890,NA,NA,M,NA,no,F,NA,yes,NA,NA,MX.GX|BX.LX,2014-R-201,2013,2013,NA,NA,NA,NA,HATCH,76444,61672,1,2,17/09/2014,22/09/2014,11/10/2014,NA,0,NA,NA,NA,NA,NA,11/10/2014,11/10/2014,11/10/2014,NA,11/10/2014,5.9,18.4,5.99,NA,NA,NA,NA,NA,NA,NA,NA,18.4,11/10/2014,-1.688888889,11/10/2014,16/09/2014,11/10/2014,17/09/2014,-1,NA,NA
369,2014,R,202,CA4137,CA1121,CA4148,CA4149,NA,M,NA,yes,F,M,no,"CA4137 ringed in 2014; according to plumage coloration and incubation behaviour it was sexed as male. CA1121 was sexed molecularly as male, but also as female based on plumage coloration and incubating behaviour in 2014 and 2012. ",NA,MX.LX|OX.YX,2014-R-202,2014,2014,05/11/2014,07/11/2014,29/10/2014,29/10/2014,HATCH,75863,61951,2,3,11/10/2014,21/10/2014,02/11/2014,1,4,04/11/2014,20/11/2014,NA,NA,NA,02/11/2014,20/11/2014,04/11/2014,07/11/2014,02/11/2014,6.8,20,5.84,02/11/2014,5.9,19.4,5.6,NA,NA,NA,NA,20,02/11/2014,1.866666667,02/11/2014,06/10/2014,31/10/2014,11/10/2014,-4.866666667,29/10/2014,20/11/2014
370,2014,R,206,CA1126,CA3772,CA3891,NA,NA,M,NA,yes,F,NA,yes,Nests R204 and R205 did not exist in 2014.,NA,MX.OX|RX.BX,2014-R-206,2007,2007,16/09/2014,17/11/2014,10/10/2014,10/10/2014,HATCH,76609,61583,1,2,25/09/2014,03/10/2014,14/10/2014,0,3,13/10/2014,03/12/2014,NA,NA,NA,13/10/2014,03/12/2014,13/10/2014,16/11/2014,14/10/2014,6.5,18.3,4.64,NA,NA,NA,NA,NA,NA,NA,NA,18.3,14/10/2014,-1.911111111,14/10/2014,19/09/2014,14/10/2014,25/09/2014,-6,16/09/2014,03/12/2014
371,2014,R,3,CA2758,CA2753,NA,NA,NA,M,NA,no,F,F,no,NA,NA,MX.BX|LX.OX,2014-R-3,2012,2012,15/09/2014,07/11/2014,NA,NA,Infertile,75934,61939,0,2,21/09/2014,26/09/2014,28/11/2014,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/09/2014,NA,15/09/2014,07/11/2014
372,2014,R,302,CA4194,CA4193,NA,NA,NA,M,NA,yes,F,NA,yes,NA,NA,MX.LX|LX.YX,2014-R-302,2014,2014,NA,NA,13/11/2014,13/11/2014,Abandoned,76459,61637,0,2,02/11/2014,28/10/2014,01/12/2014,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/11/2014,NA,13/11/2014,13/11/2014
373,2014,R,303,CA4025,CA4209,NA,NA,NA,M,NA,yes,F,NA,yes,NA,NA,LX.MX|YX.BX,2014-R-303,2014,2014,09/10/2014,09/10/2014,10/11/2014,10/11/2014,Infertile,77607,60807,0,3,22/10/2014,30/10/2014,26/11/2014,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/10/2014,NA,09/10/2014,10/11/2014
374,2014,R,4,CA3761,CA1637,CA4108,CA4109,NA,M,NA,no,F,F,yes,NA,NA,RX.MX|BX.YX,2014-R-4,2012,2012,29/09/2014,11/11/2014,NA,NA,HATCH,76542,61604,2,2,21/09/2014,29/09/2014,10/10/2014,13,17,16/10/2014,22/11/2014,NA,23/10/2014,24/10/2014,10/10/2014,22/11/2014,22/11/2014,NA,10/10/2014,7.1,18.6,6.04,10/10/2014,5.9,18,6.22,NA,NA,NA,NA,18.6,10/10/2014,-1.244444444,10/10/2014,15/09/2014,10/10/2014,21/09/2014,-6,29/09/2014,22/11/2014
375,2014,R,5,CA2746,CA3909,CA3897,NA,NA,M,M,no,F,NA,no,NA,NA,MX.WX|YX.RX,2014-R-5,2010,2009,16/09/2014,17/11/2014,NA,NA,HATCH,76710,61417,1,2,20/10/2014,22/10/2014,15/11/2014,0,1,17/11/2014,17/11/2014,NA,NA,NA,15/11/2014,17/11/2014,17/11/2014,NA,15/11/2014,7,20.1,6.57,NA,NA,NA,NA,NA,NA,NA,NA,20.1,15/11/2014,2.088888889,15/11/2014,18/10/2014,12/11/2014,20/10/2014,-1.088888889,16/09/2014,17/11/2014
376,2014,R,6,CA4142,MX.XX|WX.XX,NA,NA,NA,M,NA,yes,F,NA,no,NA,NA,GX.MX|YX.YX,2014-R-6,2014,2014,NA,NA,30/10/2014,30/10/2014,Abandoned,75849,61123,0,3,22/10/2014,30/10/2014,10/11/2014,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/10/2014,NA,30/10/2014,30/10/2014
377,2014,R,7,CA1699,CA3011,NA,NA,NA,M,M,no,F,F,yes,NA,NA,MX.GX|BX.OX,2014-R-7,2013,2009,10/09/2014,30/10/2014,NA,NA,Disappeared,75756,61762,0,3,22/10/2014,30/10/2014,14/11/2014,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/10/2014,NA,10/09/2014,30/10/2014
378,2014,R,8,CA1676,CA3082,CA4191,CA4192,CA4196,M,M,no,F,F,no,"CA3082 marked as male in captures, molecularly sexed as F",NA,MX.BX|RX.GX,2014-R-8,2012,2009,10/09/2014,10/11/2014,NA,NA,HATCH,78636,60509,3,3,20/10/2014,10/11/2014,14/11/2014,1,6,14/11/2014,29/11/2014,NA,NA,NA,12/11/2014,29/11/2014,18/11/2014,21/11/2014,12/11/2014,7.4,20.5,6.65,12/11/2014,6.7,19.2,6.88,14/11/2014,6.7,19.8,6.94,20.5,12/11/2014,2.977777778,12/11/2014,15/10/2014,09/11/2014,20/10/2014,-4.977777778,10/09/2014,29/11/2014
379,2014,S,-12,CA3861,CA2712,CA3899,CA4301,NA,M,NA,no,F,F,no,NA,NA,MX.GX|LX.RX,2014-S--12,2013,2013,30/09/2014,12/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,22/11/2014,22/11/2014,NA,NA,NA,22/11/2014,22/11/2014,22/11/2014,NA,22/11/2014,7.1,20.6,6.6,22/11/2014,7,20.3,6.62,NA,NA,NA,NA,20.6,22/11/2014,3.2,22/11/2014,24/10/2014,18/11/2014,24/10/2014,NA,30/09/2014,22/11/2014
380,2014,S,-13,CA1687,XX.XX|XX.XX,CA3900,NA,NA,M,M,no,F,NA,no,NA,NA,MX.BX|OX.OX,2014-S--13,2009,2009,10/09/2014,12/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22/11/2014,24/11/2014,NA,NA,NA,22/11/2014,24/11/2014,24/11/2014,NA,22/11/2014,8.2,22,6.35,NA,NA,NA,NA,NA,NA,NA,NA,22,22/11/2014,6.311111111,22/11/2014,21/10/2014,15/11/2014,21/10/2014,NA,10/09/2014,24/11/2014
381,2014,S,-2,CA3015,CA4126,CA4127,CA4128,NA,M,M,yes,F,NA,yes,NA,NA,MX.GX|GX.WX,2014-S--2,2014,2009,NA,NA,18/10/2014,18/10/2014,NA,NA,NA,NA,NA,NA,NA,NA,4,12,18/10/2014,29/11/2014,NA,18/11/2014,21/11/2014,18/10/2014,29/11/2014,24/11/2014,29/11/2014,18/10/2014,7.6,21.1,6.31,18/10/2014,6.5,20.6,6.16,NA,NA,NA,NA,21.1,18/10/2014,4.311111111,18/10/2014,18/09/2014,13/10/2014,18/09/2014,NA,18/10/2014,29/11/2014
382,2014,S,-201,CA2626,CA3190,CA4009,CA4125,NA,M,M,no,F,NA,no,NA,NA,MX.RX|WX.YX,2014-S--201,2008,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,24/10/2014,24/10/2014,17/11/2014,NA,NA,18/10/2014,17/11/2014,17/11/2014,NA,18/10/2014,7.8,21.3,5.76,18/10/2014,8.1,22.2,6.64,NA,NA,NA,NA,22.2,18/10/2014,6.755555556,18/10/2014,16/09/2014,11/10/2014,16/09/2014,NA,24/10/2014,24/10/2014
383,2014,S,-203,CA4019,CA4022,CA4020,CA4021,NA,M,NA,yes,F,NA,yes,NA,NA,LX.MX|RX.OX,2014-S--203,2014,2014,NA,NA,01/11/2014,01/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,0,1,01/11/2014,01/11/2014,NA,NA,NA,01/11/2014,01/11/2014,01/11/2014,NA,01/11/2014,7.8,20.5,5.03,01/11/2014,7.7,22,5.39,NA,NA,NA,NA,22,01/11/2014,6.311111111,01/11/2014,30/09/2014,25/10/2014,30/09/2014,NA,01/11/2014,01/11/2014
384,2014,S,-204,CA4175,CA4190,CA4176,NA,NA,M,NA,yes,F,NA,yes,NA,NA,GX.MX|RX.YX,2014-S--204,2014,2014,NA,NA,07/11/2014,07/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,1,3,07/11/2014,22/11/2014,NA,NA,NA,07/11/2014,22/11/2014,22/11/2014,NA,07/11/2014,8,21.4,6.59,NA,NA,NA,NA,NA,NA,NA,NA,21.4,07/11/2014,4.977777778,07/11/2014,08/10/2014,02/11/2014,08/10/2014,NA,07/11/2014,22/11/2014
385,2014,S,-205,CA4077,CA2783,CA3895,CA3896,NA,M,NA,no,F,NA,no,"CA2783 looked as female, but on the only previous capture in 2013 it was sexed as male. Adults never got into the trap. ",NA,WX.MX|WX.GX,2014-S--205,2013,2013,12/09/2014,12/09/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,15/11/2014,15/11/2014,NA,NA,NA,15/11/2014,15/11/2014,15/11/2014,NA,15/11/2014,7.6,21.5,6.46,15/11/2014,7.4,20.3,6.51,NA,NA,NA,NA,21.5,15/11/2014,5.2,15/11/2014,15/10/2014,09/11/2014,15/10/2014,NA,12/09/2014,15/11/2014
386,2014,S,-3,CA3753,CA3665,CA4011,NA,NA,M,NA,yes,F,NA,yes,NA,NA,OX.MX|OX.RX,2014-S--3,2012,2012,12/09/2014,24/10/2014,24/10/2014,24/10/2014,NA,NA,NA,NA,NA,NA,NA,NA,0,6,24/10/2014,29/11/2014,NA,NA,NA,24/10/2014,29/11/2014,29/11/2014,NA,24/10/2014,7.5,21.3,6.45,NA,NA,NA,NA,NA,NA,NA,NA,21.3,24/10/2014,4.755555556,24/10/2014,24/09/2014,19/10/2014,24/09/2014,NA,12/09/2014,29/11/2014
387,2014,S,-4,CA3616,CA3083,CA4016,CA4135,NA,M,NA,no,F,F,no,NA,NA,OX.MX|GX.BX,2014-S--4,2010,2010,12/09/2014,27/10/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,27/10/2014,13/11/2014,NA,NA,NA,27/10/2014,13/11/2014,13/11/2014,NA,30/10/2014,8,21.3,6.09,27/10/2014,7.5,20.4,6.64,NA,NA,NA,NA,21.3,30/10/2014,4.755555556,30/10/2014,30/09/2014,25/10/2014,30/09/2014,NA,12/09/2014,13/11/2014
388,2014,S,-6,CA3838,CA3807,CA4155,CA4156,CA4163,M,NA,no,F,NA,no,NA,NA,MX.GX|GX.LX,2014-S--6,2013,2013,17/09/2014,12/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,03/11/2014,03/12/2014,NA,NA,NA,03/11/2014,03/12/2014,03/12/2014,NA,03/11/2014,6.8,19.7,6.23,03/11/2014,7.2,20.1,6.02,03/11/2014,8,21.2,6.04,21.2,03/11/2014,4.533333333,03/11/2014,04/10/2014,29/10/2014,04/10/2014,NA,17/09/2014,03/12/2014
389,2014,S,-8,CA4166,CA4167,CA4168,NA,NA,M,NA,yes,F,NA,yes,NA,NA,GX.MX|YX.RX,2014-S--8,2014,2014,NA,NA,05/11/2014,05/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,0,3,05/11/2014,24/11/2014,12/11/2014,NA,NA,05/11/2014,24/11/2014,05/11/2014,12/11/2014,05/11/2014,7.6,20.4,6.25,NA,NA,NA,NA,NA,NA,NA,NA,20.4,05/11/2014,2.755555556,05/11/2014,08/10/2014,02/11/2014,08/10/2014,NA,05/11/2014,24/11/2014
390,2014,S,10,CA3065,CA1104,CA4143,NA,NA,M,M,no,F,F,no,NA,NA,MX.WX|GX.WX,2014-S-10,2010,2010,12/09/2014,07/10/2014,NA,NA,HATCH,77007,60306,1,1,06/10/2014,07/10/2014,31/10/2014,0,3,01/11/2014,24/11/2014,NA,NA,NA,31/10/2014,24/11/2014,04/11/2014,24/11/2014,31/10/2014,7.1,18.4,6.67,NA,NA,NA,NA,NA,NA,NA,NA,18.4,31/10/2014,-1.688888889,31/10/2014,06/10/2014,31/10/2014,06/10/2014,0,12/09/2014,24/11/2014
391,2014,S,103,CA3445,CA2762,CA4131,NA,NA,M,M,yes,F,NA,no,NA,NA,MX.YX|OX.YX,2014-S-103,2010,2010,19/09/2014,06/10/2014,11/10/2014,11/10/2014,HATCH,75431,61373,1,3,02/10/2014,10/10/2014,24/10/2014,1,3,27/10/2014,28/10/2014,21/11/2014,NA,NA,24/10/2014,21/11/2014,21/11/2014,NA,24/10/2014,6.1,18.3,5.96,NA,NA,NA,NA,NA,NA,NA,NA,18.3,24/10/2014,-1.911111111,24/10/2014,29/09/2014,24/10/2014,02/10/2014,-3,19/09/2014,28/10/2014
392,2014,S,104,CA3034,CA3889,CA4115,CA4116,CA4117,M,NA,yes,F,NA,yes,NA,NA,MX.BX|GX.LX,2014-S-104,2009,2009,15/09/2014,05/11/2014,11/10/2014,11/10/2014,HATCH,75508,61921,3,3,19/09/2014,11/10/2014,13/10/2014,3,10,17/10/2014,29/11/2014,NA,NA,NA,14/10/2014,29/11/2014,29/11/2014,NA,13/10/2014,7.2,19.8,6.86,13/10/2014,6.2,8.8,7.13,14/10/2014,8.1,21,6.43,21,14/10/2014,4.088888889,14/10/2014,14/09/2014,09/10/2014,19/09/2014,-4.088888889,15/09/2014,29/11/2014
